,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.1902,8.1902,0.0,1.0,8.1902,,5.5834571403122316e-14
eva,311.8135,311.8135,0.0,1.0,60.0281,1677.7263927668337,2.882353943834152e-13
ihx,8.4762,8.4762,-0.0,1.0,3.0986,170.08050190803394,-5.69658105596384e-14
exp,256.8445,256.8445,0.0,1.0,256.8445,,1.780442747264971e-15
cond,,,0.0324,,,1365.9453445712386,0.004562942388261605
tot,311.8135,311.781,0.0324,0.9999,311.781,,0.00010395294195800507
