,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.1485,6.5875,0.5609,0.9215,7.1485,,0.08514904110313526
eva,311.8135,233.2444,78.5691,0.748,0.0,1677.7263927668364,0.3368530058540646
ihx,25.3652,14.551,10.8142,0.5737,0.0,258.65505654677327,0.743192893451876
exp,194.3296,177.2707,17.0589,0.9122,177.2707,,0.09623105528146918
cond,,,34.6881,,,1507.604191254161,4.401785065942562
tot,311.8135,170.1222,141.6913,0.5456,170.1222,,0.8328792831329707
