,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.0098,7.0098,-0.0,1.0,7.0098,,-1.3983354622194946e-13
eva,311.8135,235.5768,76.2367,0.7555,-0.0,1677.7263927665927,0.3236171621873431
ihx,14.8392,14.8392,-0.0,1.0,5.4531,237.83854460910297,-1.9957437412531063e-13
exp,237.104,216.2906,20.8134,0.9122,216.2906,,0.09622901511642964
cond,,,0.0295,,,1462.9925119554036,0.0038700703930842906
tot,311.8135,214.7339,97.0796,0.6887,214.7339,,0.4520925043354628
