,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.3433,8.3433,-0.0,1.0,8.3433,,-7.142925389977227e-13
eva,311.8135,311.8135,0.0,1.0,59.8607,1677.7263927668837,8.556213999445011e-13
ihx,13.1312,5.4918,7.6395,0.4182,0.0,174.70654691786032,1.3910735338839344
exp,252.283,230.1371,22.1459,0.9122,230.1371,,0.09622901511643589
cond,,,0.3736,,,1396.0718301174093,0.05246258869668452
tot,311.8135,281.6546,30.1589,0.9033,281.6546,,0.10707760534896948
