,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.7197,7.7197,-0.0,1.0,7.7197,,-7.239830190822276e-14
eva,213.6812,213.6812,0.0,1.0,46.8553,1049.791729188471,3.4950100689069533e-14
ihx,0.5133,0.5133,0.0,1.0,0.1974,27.311082144897014,2.1794419710858498e-12
exp,174.3192,174.3192,0.0,1.0,174.3192,,0.0
cond,,,0.029,,,836.1395731330784,0.006690461911546208
tot,213.6812,213.6522,0.029,0.9999,213.6522,,0.00013592212261592305
