,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,9.2898,7.9257,1.3641,0.8532,9.2898,,0.17210985790246355
eva,213.6812,176.9424,36.7388,0.8281,0.0,1049.7917291886472,0.20763147831611933
ihx,4.3231,1.5995,2.7235,0.37,0.0,50.81835449520803,1.7027076942138568
exp,161.0934,145.9802,15.1132,0.9062,145.9802,,0.1035290035803742
cond,,,21.0512,,,913.1013207482318,4.425032162498773
tot,213.6812,136.6904,76.9908,0.6397,136.6904,,0.5632493790027189
