,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.4784,7.233,1.2454,0.8531,8.4784,,0.17218966578155948
eva,213.6812,171.7413,41.9399,0.8037,0.0,1049.7917291886472,0.24420379905804654
ihx,5.4045,3.1368,2.2678,0.5804,0.0,79.66457996921766,0.7229647170299796
exp,155.7097,141.225,14.4847,0.907,141.225,,0.10256499140789103
cond,,,20.9968,,,917.0451437303564,4.325106801423715
tot,213.6812,132.7466,80.9346,0.6212,132.7466,,0.609692598663838
