,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.3556,7.3556,0.0,1.0,7.3556,,5.0631029295549545e-14
eva,249.0295,198.7707,50.2588,0.7982,0.0,1259.2248678005342,0.25284827440075297
ihx,6.4254,6.4254,-0.0,1.0,1.5923,112.61017127095687,-3.481862527581798e-13
exp,179.7048,179.7048,-0.0,1.0,179.7048,,-2.0724072944402643e-15
cond,,,24.8291,,,1085.2833499533365,4.292235013157196
tot,249.0295,173.9415,75.0879,0.6985,173.9415,,0.4316850262699974
