,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.5693,7.5693,0.0,1.0,7.5693,,4.780109598964188e-14
eva,249.0295,196.4114,52.6181,0.7887,-0.0,1259.22486780067,0.26789729954960184
ihx,4.5035,4.5035,-0.0,1.0,1.6432,108.03184063479115,-7.862685370431356e-14
exp,202.3084,183.8091,18.4993,0.9086,183.8091,,0.10064437370175558
cond,,,0.0291,,,1081.3419504744738,0.005181685882405418
tot,249.0295,177.8829,71.1465,0.7143,177.8829,,0.39996279739674345
