,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,9.7551,8.3215,1.4336,0.853,9.7551,,0.1722750711390034
eva,249.0295,249.0295,0.0,1.0,49.5108,1259.2248678007827,8.546904651594542e-13
ihx,1.7566,1.7566,-0.0,1.0,0.6358,60.816867314145185,-9.62096149300806e-13
exp,207.1659,207.1659,-0.0,1.0,207.1659,,-8.15665048492542e-15
cond,,,0.0384,,,1011.6674198082865,0.0073205571020054086
tot,249.0295,247.5574,1.472,0.9941,247.5574,,0.005946169539377945
