,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.4054,8.4054,-0.0,1.0,8.4054,,-1.1859783246462537e-13
eva,249.0295,249.0295,-0.0,1.0,52.1291,1259.2248678006104,-1.2667826011141911e-12
ihx,3.0846,0.4088,2.6759,0.1325,0.0,41.51340503269265,6.545898834518969
exp,202.3342,202.3342,0.0,1.0,202.3342,,0.0
cond,,,0.2956,,,1013.1668923829196,0.05727853545359097
tot,249.0295,246.058,2.9715,0.9881,246.058,,0.012076386167129126
