,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.3025,8.3025,0.0,1.0,8.3025,,8.687954555108665e-14
eva,249.0295,249.0295,0.0,1.0,41.0959,1259.2248678004614,7.740300219879973e-13
ihx,6.2938,6.2938,0.0,1.0,1.5465,109.35601391198699,5.881850730911097e-14
exp,190.6286,173.1972,17.4313,0.9086,173.1972,,0.1006443737017573
cond,,,24.061,,,1051.6877093464916,4.29510139306818
tot,249.0295,207.5372,41.4923,0.8334,207.5372,,0.19992712824836126
