,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,966.4587,966.4587,-0.0,1.0,966.4587,,-4.7159815519992886e-15
cond,856.4905,856.4905,-0.0,1.0,118.9866,2958.028209254569,-2.27609330674604e-13
ihx,91.5209,57.8372,33.6837,0.632,-0.0,762.6604691530523,0.582388559338851
val,27.6842,27.6842,-0.0,1.0,27.6842,,-1.9314256860525346e-13
eva,,,48.6003,,,2138.2403032929083,3.432496724528118
tot,819.7879,737.5039,82.284,0.8996,819.7879,,0.11157094446200226
