,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,951.3884,951.3884,-0.0,1.0,951.3884,,-3.762821175686278e-15
cond,855.6895,855.6895,0.0,1.0,118.1856,2958.028209254605,3.430878832225606e-14
ihx,93.6116,93.6116,-0.0,1.0,24.9042,801.3848980479983,-9.628423341193804e-15
val,21.7812,21.7812,0.0,1.0,21.7812,,2.5752342480700464e-13
eva,,,49.0134,,,2171.5108648528944,3.5258232831358747
tot,786.5173,737.5039,49.0134,0.9377,786.5173,,0.06645855713973754
