,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,899.8422,899.8422,0.0,1.0,899.8422,,1.0206999022679812e-15
cond,856.9316,856.9316,-0.0,1.0,119.4277,2958.028209254569,-2.280932229364472e-13
ihx,92.3902,92.3902,-0.0,1.0,20.9032,754.1085953811078,-5.992793344126741e-14
val,22.0074,22.0074,0.0,1.0,22.0074,,5.150468496140092e-13
eva,,,0.0,,,2220.524309884872,3.3654856679277145e-10
tot,737.5039,737.5039,0.0,1.0,737.5039,,6.248823048892988e-12
