,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1047.9533,946.0618,101.8915,0.9028,1047.9533,,0.10770069243656206
cond,855.5176,855.5176,0.0,1.0,118.0137,2958.028209254605,3.2810610135547986e-14
ihx,89.3616,89.3616,0.0,1.0,23.7872,764.8427362650493,5.6195344914269464e-14
val,19.9898,19.9898,-0.0,1.0,19.9898,,-6.438085620175115e-14
eva,,,46.7672,,,2071.8655835561394,3.5249736735443857
tot,886.1626,737.5039,148.6587,0.8322,886.1626,,0.20157008859408376
