,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1014.0704,915.4733,98.5971,0.9028,1014.0704,,0.10770069243656444
cond,856.1757,856.1757,-0.0,1.0,118.6718,2958.02820925463,-4.4215156630389725e-14
ihx,84.2908,53.2681,31.0227,0.632,0.0,658.5363861202111,0.582388559338765
val,28.2748,28.2748,0.0,1.0,28.2748,,6.438085620175116e-14
eva,,,0.0,,,2090.9044923010406,3.384101887604629e-10
tot,867.1237,737.5039,129.6198,0.8505,867.1237,,0.17575475560213866
