,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,898.6986,898.6986,-0.0,1.0,898.6986,,-3.917708665431354e-15
cond,852.1203,737.5039,114.6164,0.8655,-0.0,2958.028209254567,0.15541125239730635
ihx,104.2882,104.2882,-0.0,1.0,23.5861,790.0169540726234,-8.642701054555012e-15
val,22.9922,22.9922,-0.0,1.0,22.9922,,-3.219042810087558e-13
eva,,,0.0,,,2105.907905236492,3.378524127128912e-10
tot,852.1203,737.5039,114.6164,0.8655,852.1203,,0.15541125240355744
