,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,922.3737,922.3737,0.0,1.0,922.3737,,5.13716850103214e-15
cond,859.3979,859.3979,-0.0,1.0,121.894,2958.02820925463,-4.914352505927792e-14
ihx,88.1785,55.725,32.4536,0.632,0.0,688.9044666614803,0.5823885593386667
val,30.5222,30.5222,0.0,1.0,30.5222,,0.0
eva,,,0.0,,,2188.070733947946,3.383995306194265e-10
tot,769.9575,737.5039,32.4536,0.9579,769.9575,,0.04400461606991537
