,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1030.9541,930.1207,100.8334,0.9022,1030.9541,,0.1084089871374009
cond,851.7364,737.5039,114.2325,0.8659,-0.0,2958.028209254605,0.15489074041565776
ihx,96.0854,63.0758,33.0096,0.6565,-0.0,722.6076020867839,0.5233325402723193
val,41.7597,13.8168,27.9429,0.3309,0.0,,2.119151219807251
eva,,,17.4317,,,1927.0741120303592,1.3219939153034979
tot,1030.9541,737.5039,293.4502,0.7154,1030.9541,,0.3978964695806132
