,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1052.9686,951.1177,101.8509,0.9033,1052.9686,,0.10708550179953363
cond,852.6059,737.5039,115.102,0.865,-0.0,2958.028209254605,0.1560696272971936
ihx,97.7935,67.7382,30.0553,0.6927,0.0,772.6163003104141,0.4436983178159017
val,59.9366,34.8993,25.0373,0.5823,0.0,,1.959046223176464
eva,,,43.4191,,,1905.0596283008185,3.397329294541283
tot,1052.9686,737.5039,315.4647,0.7004,1052.9686,,0.42774645918540816
