,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,992.1407,895.6758,96.4649,0.9028,992.1407,,0.10770069243656809
cond,852.1203,737.5039,114.6164,0.8655,0.0,2958.028209254544,0.15541125239737227
ihx,99.0998,99.0998,0.0,1.0,22.4274,752.057830334696,1.6891069976007715e-14
val,21.1281,21.1281,-0.0,1.0,21.1281,,-3.219042810087558e-13
eva,,,0.0,,,2009.4429995042153,3.3697133972054876e-10
tot,948.5852,737.5039,211.0813,0.7775,948.5852,,0.2862104330120227
