,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,920.9706,920.9706,0.0,1.0,920.9706,,5.937791236732309e-15
cond,852.1203,737.5039,114.6164,0.8655,-0.0,2958.028209254549,0.15541125239715797
ihx,97.4888,61.6086,35.8802,0.632,0.0,711.5891632796985,0.5823885593386235
val,32.9701,32.9701,-0.0,1.0,32.9701,,-1.287617124035023e-13
eva,,,0.0,,,2070.0277367764256,3.3990588121923793e-10
tot,888.0005,737.5039,150.4966,0.8305,888.0005,,0.20406207105131857
