Label,Component,ED [kW]
all_real,pump,2.53618
all_real,eva,120.176306
all_real,ihx,14.720416
all_real,exp,38.075694
all_real,cond,49.490376
all_real,tot,224.998972
all_ideal,pump,-0.0
all_ideal,eva,0.0
all_ideal,ihx,-0.0
all_ideal,exp,0.0
all_ideal,cond,0.058375
all_ideal,tot,0.058375
pump,pump,3.023392
pump,eva,0.0
pump,ihx,-0.0
pump,exp,0.0
pump,cond,0.074396
pump,tot,3.097788
eva,pump,-0.0
eva,eva,122.077146
eva,ihx,-0.0
eva,exp,0.0
eva,cond,0.052706
eva,tot,122.129852
ihx,pump,0.0
ihx,eva,0.0
ihx,ihx,6.319342
ihx,exp,0.0
ihx,cond,0.481997
ihx,tot,6.801339
exp,pump,0.0
exp,eva,0.0
exp,ihx,-0.0
exp,exp,44.075026
exp,cond,0.05752
exp,tot,44.132546
cond,pump,-0.0
cond,eva,-0.0
cond,ihx,0.0
cond,exp,0.0
cond,cond,45.090299
cond,tot,45.090299
pump_eva,pump,2.727776
pump_eva,eva,122.02096
pump_eva,ihx,-0.0
pump_eva,exp,-0.0
pump_eva,cond,0.065927
pump_eva,tot,124.814663
pump_ihx,pump,3.093345
pump_ihx,eva,-0.0
pump_ihx,ihx,6.261232
pump_ihx,exp,0.0
pump_ihx,cond,0.527238
pump_ihx,tot,9.881814
pump_exp,pump,2.981748
pump_exp,eva,0.0
pump_exp,ihx,0.0
pump_exp,exp,44.089692
pump_exp,cond,0.072999
pump_exp,tot,47.144438
pump_cond,pump,2.893482
pump_cond,eva,0.0
pump_cond,ihx,-0.0
pump_cond,exp,-0.0
pump_cond,cond,45.161983
pump_cond,tot,48.055465
eva_ihx,pump,0.0
eva_ihx,eva,123.647923
eva_ihx,ihx,8.441571
eva_ihx,exp,0.0
eva_ihx,cond,0.486219
eva_ihx,tot,132.575712
eva_exp,pump,0.0
eva_exp,eva,120.118106
eva_exp,ihx,0.0
eva_exp,exp,43.165447
eva_exp,cond,0.051532
eva_exp,tot,163.335085
eva_cond,pump,-0.0
eva_cond,eva,119.710229
eva_cond,ihx,0.0
eva_cond,exp,-0.0
eva_cond,cond,47.893629
eva_cond,tot,167.603858
ihx_exp,pump,0.0
ihx_exp,eva,-0.0
ihx_exp,ihx,8.757134
ihx_exp,exp,43.442703
ihx_exp,cond,0.487194
ihx_exp,tot,52.687031
ihx_cond,pump,-0.0
ihx_cond,eva,0.0
ihx_cond,ihx,8.608167
ihx_cond,exp,0.0
ihx_cond,cond,45.560208
ihx_cond,tot,54.168375
exp_cond,pump,-0.0
exp_cond,eva,-0.0
exp_cond,ihx,0.0
exp_cond,exp,40.392994
exp_cond,cond,46.036321
exp_cond,tot,86.429315
pump_unavoid,pump,0.756914
pump_unavoid,eva,120.159239
pump_unavoid,ihx,14.769406
pump_unavoid,exp,38.078507
pump_unavoid,cond,49.431083
pump_unavoid,tot,223.19515
eva_unavoid,pump,2.904745
eva_unavoid,eva,96.204307
eva_unavoid,ihx,12.477872
eva_unavoid,exp,41.188672
eva_unavoid,cond,48.976577
eva_unavoid,tot,201.752173
ihx_unavoid,pump,2.473561
ihx_unavoid,eva,121.166695
ihx_unavoid,ihx,12.22836
ihx_unavoid,exp,38.084499
ihx_unavoid,cond,49.193411
ihx_unavoid,tot,223.146526
exp_unavoid,pump,2.576843
exp_unavoid,eva,119.709052
exp_unavoid,ihx,13.049792
exp_unavoid,exp,19.162257
exp_unavoid,cond,48.998771
exp_unavoid,tot,203.496714
cond_unavoid,pump,2.698209
cond_unavoid,eva,119.755566
cond_unavoid,ihx,12.631262
cond_unavoid,exp,41.859097
cond_unavoid,cond,19.929996
cond_unavoid,tot,196.874131
