,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,382.3086,382.3086,-0.0,1.0,382.3086,,-3.3185894104915012e-15
cond,330.631,330.631,0.0,1.0,48.8666,1468.5302039740668,6.81524052710154e-13
ihx,31.3316,17.0742,14.2574,0.545,-0.0,297.3146833025667,0.8350268427554034
val,11.0944,11.0944,-0.0,1.0,11.0944,,-1.9314256860525343e-13
eva,,,26.3258,,,1146.1826749095205,4.00766369758335
tot,322.3475,281.7644,40.5831,0.8741,322.3475,,0.14403219418419635
