,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,417.6245,374.1137,43.5107,0.8958,417.6245,,0.11630349761986634
cond,339.4993,281.7644,57.7349,0.8299,-0.0,1468.5302039738579,0.2049049759863095
ihx,34.226,20.5451,13.6809,0.6003,0.0,289.89815817540693,0.6658934847755209
val,18.8722,7.5289,11.3433,0.3989,0.0,,1.836598681400929
eva,,,9.5903,,,1050.905725369203,1.5527601379487523
tot,417.6245,281.7644,135.8601,0.6747,417.6245,,0.4821762400034256
