,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,360.955,360.955,-0.0,1.0,360.955,,-1.0292751527053883e-14
cond,340.6888,281.7644,58.9244,0.827,0.0,1468.5302039737771,0.20912651675827035
ihx,42.6679,42.6679,0.0,1.0,10.7621,342.56732327051895,1.4485288616008111e-13
val,9.5041,9.5041,-0.0,1.0,9.5041,,-3.8628513721050696e-13
eva,,,0.0,,,1127.8414130424972,2.722941871979856e-09
tot,340.6888,281.7644,58.9244,0.827,340.6888,,0.20912651682023423
