,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,422.9417,378.6891,44.2526,0.8954,422.9417,,0.11685730906673264
cond,329.7616,281.7644,47.9972,0.8544,0.0,1468.5302039738579,0.17034525310135032
ihx,31.3119,17.394,13.9179,0.5555,0.0,286.7062805754291,0.8001513007207732
val,30.0357,19.1221,10.9136,0.6366,0.0,,1.7934807721386883
eva,,,24.0961,,,1045.588464918976,3.9598350680161545
tot,422.9417,281.7644,141.1774,0.6662,422.9417,,0.5010475406694416
