,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,387.6034,347.5663,40.0371,0.8967,387.6034,,0.11519276719419319
cond,332.1873,332.1873,-0.0,1.0,50.423,1468.5302039738579,-6.504226021257861e-13
ihx,30.7084,30.7084,0.0,1.0,7.7017,286.91796676276954,6.708880646466179e-14
val,7.6773,7.6773,-0.0,1.0,7.6773,,-2.575234248070046e-13
eva,,,0.0,,,1146.7286924708585,2.722440939351145e-09
tot,321.8015,281.7644,40.0371,0.8756,321.8015,,0.14209434260307427
