,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,8.4814,7.2356,1.2458,0.8531,8.4814,,0.17217731311860732
eva,213.6812,170.1036,43.5776,0.7961,-0.0,1049.7917291886472,0.2561827299788943
ihx,4.8394,1.9279,2.9115,0.3984,-0.0,57.85782698698055,1.5101572495188307
exp,153.342,143.3543,9.9877,0.9349,143.3543,,0.0696712622428256
cond,,,21.0858,,,914.9188730778864,4.421135438701668
tot,213.6812,134.8729,78.8083,0.6312,134.8729,,0.5843157939402365
