,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,9.1198,7.7802,1.3396,0.8531,9.1198,,0.1721793389214219
eva,213.6812,213.6812,-0.0,1.0,49.3515,1049.7917291885813,-1.4648912892235035e-12
ihx,1.606,-0.0603,1.6663,-0.0376,0.0,10.159147577958926,-27.618783732297114
exp,170.1706,170.1706,0.0,1.0,170.1706,,9.690839853262867e-15
cond,,,0.273,,,839.3894416251802,0.06395114075517228
tot,213.6812,210.4023,3.2789,0.9847,210.4023,,0.01558399665996982
