,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,7.8146,7.8146,0.0,1.0,7.8146,,0.0
eva,213.6812,213.6812,0.0,1.0,44.0496,1049.7917291883425,2.6357196623110064e-12
ihx,1.2297,1.2297,0.0,1.0,0.4527,46.38880678559632,4.646511730799268e-13
exp,176.9641,160.492,16.4721,0.9069,160.492,,0.1026351253901295
cond,,,0.0294,,,852.6120466519868,0.0066425653880415325
tot,213.6812,197.1797,16.5015,0.9228,197.1797,,0.08368769724048551
