,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,9.1692,7.8224,1.3468,0.8531,9.1692,,0.1721793389210544
eva,213.6812,213.6812,-0.0,1.0,43.9798,1049.791729188667,-1.343771112698546e-13
ihx,1.2253,1.2253,-0.0,1.0,0.4392,45.534154591358956,-1.8586695953089634e-12
exp,177.0483,160.5683,16.4799,0.9069,160.5683,,0.10263512539013153
cond,,,0.0363,,,853.9736778250737,0.008207971395641778
tot,213.6812,195.8181,17.8631,0.9164,195.8181,,0.09122317693503872
