,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,13.9319,13.9319,0.0,1.0,13.9319,,4.822727908598315e-09
eva,483.9179,483.9179,0.0,1.0,104.3154,2105.749073881957,5.172629070256319e-13
ihx,4.689,0.5686,4.1204,0.1213,0.0,56.43656390817381,7.2468552918763365
exp,389.0195,389.0195,0.0,1.0,389.0195,,1.2731974285151709e-12
cond,,,0.3944,,,1626.3459874938428,0.07361700249525427
tot,483.9179,479.4031,4.5148,0.9907,479.4031,,0.009417529537786162
