,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,12.5798,12.5798,0.0,1.0,12.5798,,1.5354856106368264e-12
eva,483.9179,381.9065,102.0114,0.7892,-0.0,2105.749073882226,0.26711078375030206
ihx,4.7346,4.7346,-0.0,1.0,1.7869,122.67009605578825,-1.176229495189141e-12
exp,392.6574,392.6574,0.0,1.0,392.6574,,0.0
cond,,,0.042,,,1723.8845435613919,0.007278793968069408
tot,483.9179,381.8645,102.0533,0.7891,381.8645,,0.267250138964556
