,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,14.7329,12.5461,2.1868,0.8516,14.7329,,0.17430169357887365
eva,483.9179,385.4992,98.4187,0.7966,0.0,2105.7490738824913,0.25530193238874205
ihx,13.7923,5.9311,7.8612,0.43,0.0,164.75349249513394,1.3254122227536997
exp,373.4529,339.3092,34.1438,0.9086,339.3092,,0.10062730682754162
cond,,,16.7312,,,1781.172793114353,2.8291964058366896
tot,483.9179,324.5763,159.3416,0.6707,324.5763,,0.49092188119742036
