,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,13.6907,13.6907,-0.0,1.0,13.6907,,-7.909128677639021e-13
eva,483.9179,483.9179,-0.0,1.0,100.6854,2105.7490738823844,-3.373916492324406e-13
ihx,2.5002,2.5002,0.0,1.0,0.944,82.82251680344717,7.679903681850013e-12
exp,395.9336,395.9336,0.0,1.0,395.9336,,5.293237306450222e-15
cond,,,0.0455,,,1621.8766713674584,0.008382088257910425
tot,483.9179,483.8724,0.0455,0.9999,483.8724,,9.398469425855787e-05
