,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,16.0594,13.7002,2.3592,0.8531,16.0594,,0.17220400979498632
eva,483.9179,483.9179,0.0,1.0,100.55,2105.7490738822507,2.873682816807943e-14
ihx,2.4984,2.4984,-0.0,1.0,0.918,81.48092323157886,-9.79229724469554e-13
exp,396.0925,396.0925,0.0,1.0,396.0925,,5.293696499212505e-15
cond,,,0.0575,,,1624.2478888307476,0.01058784082201214
tot,483.9179,481.5012,2.4167,0.995,481.5012,,0.005019082274680608
