,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,13.9242,13.9242,0.0,1.0,13.9242,,4.8709948047348904e-09
eva,483.9179,483.9179,-0.0,1.0,98.0324,2105.749073882429,-3.634676599774683e-13
ihx,7.6736,2.0703,5.6034,0.2698,-0.0,103.51522518470115,2.7066068411961473
exp,393.8061,358.5208,35.2854,0.9104,358.5208,,0.09841927712685483
cond,,,0.4002,,,1663.1201295208948,0.07304264706002783
tot,483.9179,442.6289,41.2889,0.9147,442.6289,,0.09328114502958018
