,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,15.9823,13.6354,2.3469,0.8532,15.9823,,0.17211753219234102
eva,483.9179,404.695,79.2229,0.8363,0.0,2105.7490738824913,0.1957595787008561
ihx,15.4585,7.6677,7.7908,0.496,-0.0,167.3677726577808,1.0160543071633599
exp,369.4038,335.9041,33.4997,0.9093,335.9041,,0.09972982361907899
cond,,,41.1358,,,1785.8272898115529,6.853613582883647
tot,483.9179,319.9218,163.9961,0.6611,319.9218,,0.5126130923538247
