,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,13.3753,13.3753,0.0,1.0,13.3753,,6.008208780124973e-13
eva,483.9179,483.9179,0.0,1.0,89.9656,2105.749073882521,1.6443851673944693e-13
ihx,7.5989,7.5989,-0.0,1.0,1.9274,132.8922683727983,-1.1056444694149079e-12
exp,367.3959,367.3959,0.0,1.0,367.3959,,3.976966115446265e-15
cond,,,38.0043,,,1659.835486110266,6.698278095387843
tot,483.9179,445.9136,38.0043,0.9215,445.9136,,0.08522792842590687
