,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW]
comp,964.5938484086229,914.0999651925866,50.49388321603621,0.9476527003574193,964.5938484086229,
cond,844.9878276106754,737.5038993649785,107.48392824569692,0.8727982525504264,1.3642420526593924e-12,2958.0282092544026
ihx,90.61108333106549,64.47610491252992,26.134978418535564,0.7115697389573606,-7.549360800638536e-13,727.7678399301875
val,39.336186095891335,14.289623315582478,25.046562780308545,0.3632691608878429,0.0,
eva,,,17.930596383067893,,,1993.4343608457805
tot,964.5938484086223,737.503899364977,227.0899490436451,0.7645745414836553,964.5938484086223,
