Label,Component,ED [kW]
all_real,pump,2.845396
all_real,eva,151.413367
all_real,ihx,23.634695
all_real,exp,43.96551
all_real,cond,57.561575
all_real,tot,279.420543
all_ideal,pump,0.0
all_ideal,eva,-0.0
all_ideal,ihx,-0.0
all_ideal,exp,0.0
all_ideal,cond,0.021615
all_ideal,tot,0.021616
pump,pump,3.747851
pump,eva,-0.0
pump,ihx,0.0
pump,exp,0.0
pump,cond,0.033456
pump,tot,3.781306
eva,pump,0.0
eva,eva,142.327185
eva,ihx,-0.0
eva,exp,0.0
eva,cond,0.015516
eva,tot,142.342702
ihx,pump,0.0
ihx,eva,0.0
ihx,ihx,9.178631
ihx,exp,0.0
ihx,cond,0.574657
ihx,tot,9.753288
exp,pump,0.0
exp,eva,0.0
exp,ihx,-0.0
exp,exp,52.244193
exp,cond,0.01969
exp,tot,52.263883
cond,pump,-0.0
cond,eva,0.0
cond,ihx,0.0
cond,exp,0.0
cond,cond,52.034713
cond,tot,52.034713
pump_eva,pump,3.264602
pump_eva,eva,142.325414
pump_eva,ihx,0.0
pump_eva,exp,0.0
pump_eva,cond,0.023959
pump_eva,tot,145.613975
pump_ihx,pump,3.886383
pump_ihx,eva,-0.0
pump_ihx,ihx,9.100123
pump_ihx,exp,0.0
pump_ihx,cond,0.632443
pump_ihx,tot,13.618949
pump_exp,pump,3.614938
pump_exp,eva,-0.0
pump_exp,ihx,0.0
pump_exp,exp,52.255368
pump_exp,cond,0.030451
pump_exp,tot,55.900757
pump_cond,pump,3.459962
pump_cond,eva,0.0
pump_cond,ihx,0.0
pump_cond,exp,-0.0
pump_cond,cond,52.120779
pump_cond,tot,55.580741
eva_ihx,pump,0.0
eva_ihx,eva,142.88631
eva_ihx,ihx,12.807707
eva_ihx,exp,0.0
eva_ihx,cond,0.57129
eva_ihx,tot,156.265307
eva_exp,pump,0.0
eva_exp,eva,143.563466
eva_exp,ihx,0.0
eva_exp,exp,50.645561
eva_exp,cond,0.013812
eva_exp,tot,194.222839
eva_cond,pump,0.0
eva_cond,eva,147.381736
eva_cond,ihx,-0.0
eva_cond,exp,-0.0
eva_cond,cond,55.485558
eva_cond,tot,202.867294
ihx_exp,pump,0.0
ihx_exp,eva,-0.0
ihx_exp,ihx,13.059674
ihx_exp,exp,51.573501
ihx_exp,cond,0.576164
ihx_exp,tot,65.20934
ihx_cond,pump,-0.0
ihx_cond,eva,0.0
ihx_cond,ihx,13.123433
ihx_cond,exp,0.0
ihx_cond,cond,52.658481
ihx_cond,tot,65.781914
exp_cond,pump,-0.0
exp_cond,eva,0.0
exp_cond,ihx,0.0
exp_cond,exp,47.245058
exp_cond,cond,53.140799
exp_cond,tot,100.385857
pump_unavoid,pump,1.403137
pump_unavoid,eva,151.345418
pump_unavoid,ihx,23.673612
pump_unavoid,exp,43.970343
pump_unavoid,cond,57.512375
pump_unavoid,tot,277.904884
eva_unavoid,pump,3.391478
eva_unavoid,eva,116.247826
eva_unavoid,ihx,19.476184
eva_unavoid,exp,47.615729
eva_unavoid,cond,56.76611
eva_unavoid,tot,243.497327
ihx_unavoid,pump,2.725567
ihx_unavoid,eva,156.059125
ihx_unavoid,ihx,20.708974
ihx_unavoid,exp,43.784299
ihx_unavoid,cond,57.294852
ihx_unavoid,tot,280.572817
exp_unavoid,pump,2.900364
exp_unavoid,eva,149.295069
exp_unavoid,ihx,21.943843
exp_unavoid,exp,31.042036
exp_unavoid,cond,57.172549
exp_unavoid,tot,262.353862
cond_unavoid,pump,3.107163
cond_unavoid,eva,144.36187
cond_unavoid,ihx,19.659517
cond_unavoid,exp,47.928975
cond_unavoid,cond,23.102847
cond_unavoid,tot,238.160371
