,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,600.9247,600.9247,-0.0,1.0,600.9247,,-5.723818116261749e-15
cond,561.1987,561.1987,-0.0,1.0,77.2808,2105.749073882529,-3.7169360702196365e-14
ihx,65.139,42.9056,22.2335,0.6587,-0.0,515.3479446566665,0.5181952275837063
val,17.4926,17.4926,0.0,1.0,17.4926,,3.219042810087558e-13
eva,,,0.0,,,1599.5977421324858,3.381437352345529e-10
tot,506.1513,483.9179,22.2335,0.9561,506.1513,,0.04594468110108128
