,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,660.4341,594.5264,65.9076,0.9002,660.4341,,0.11085731947000654
cond,564.9569,483.9179,81.0391,0.8566,-0.0,2105.7490738825595,0.16746447449309812
ihx,73.3634,73.3634,0.0,1.0,16.656,554.7796295290015,5.002097308216834e-14
val,12.9135,12.9135,-0.0,1.0,12.9135,,-7.081894182192628e-13
eva,,,0.0,,,1474.8845335906315,3.3787728170864284e-10
tot,630.8645,483.9179,146.9467,0.7671,630.8645,,0.3036603265112508
