,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,627.9011,627.9011,0.0,1.0,627.9011,,1.0425607006828228e-15
cond,560.8054,560.8054,-0.0,1.0,76.8875,2105.74907388246,-4.073129023175045e-13
ihx,68.5409,68.5409,0.0,1.0,18.2853,586.1682515171063,5.72976598747514e-14
val,13.0014,13.0014,0.0,1.0,13.0014,,1.9314256860525348e-13
eva,,,35.809,,,1586.0222420499395,3.521727865749453
tot,519.7268,483.9179,35.809,0.9311,519.7268,,0.07399799483111762
