,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,653.1911,588.0063,65.1848,0.9002,653.1911,,0.1108573194700005
cond,561.1883,561.1883,-0.0,1.0,77.2704,2105.749073882529,-2.2944475529490243e-14
ihx,64.9469,64.9469,-0.0,1.0,14.746,529.5642085848732,-9.020687121864305e-14
val,12.072,12.072,0.0,1.0,12.072,,3.219042810087558e-13
eva,,,0.0,,,1556.6463953339512,3.3654856679277145e-10
tot,549.1027,483.9179,65.1848,0.8813,549.1027,,0.13470219276212073
