,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,639.8401,639.8401,0.0,1.0,639.8401,,1.046830990513536e-15
cond,560.6695,560.6695,0.0,1.0,76.7516,2105.749073882391,3.21519904187008e-14
ihx,66.7412,41.0683,25.6728,0.6153,0.0,551.6642060831772,0.6251242942445199
val,17.976,17.976,-0.0,1.0,17.976,,-1.287617124035023e-13
eva,,,35.5219,,,1560.6365090564311,3.414321868058078
tot,545.1126,483.9179,61.1947,0.8877,545.1126,,0.1264567571323371
