,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,588.9254,588.9254,-0.0,1.0,588.9254,,-6.845276478658736e-15
cond,560.6933,560.6933,-0.0,1.0,76.7754,2105.74907388246,-3.963712766680319e-13
ihx,67.6504,67.6504,-0.0,1.0,15.3551,551.6574962108634,-1.9985069238580375e-14
val,12.877,12.877,0.0,1.0,12.877,,3.862851372105069e-13
eva,,,0.0,,,1621.8311947640934,3.3657698850220186e-10
tot,483.9179,483.9179,0.0,1.0,483.9179,,6.796602491222452e-12
