,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,9.9543,8.4907,1.4636,0.853,9.9543,,0.1723782501371708
eva,281.7644,281.7644,-0.0,1.0,53.1086,1468.5302039737394,-1.0145036614540659e-13
ihx,4.2071,4.2071,0.0,1.0,1.5174,107.61231458164397,0.0
exp,235.5899,235.5899,0.0,1.0,235.5899,,0.0
cond,,,0.0392,,,1188.2686506756384,0.006355950309959724
tot,281.7644,280.2616,1.5028,0.9947,280.2616,,0.005362251624323159
