,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,291.021,261.7405,29.2804,0.8994,291.021,,0.11186818278218516
cond,247.0057,247.0057,0.0,1.0,33.3245,1049.791729188778,1.4903694048068405e-12
ihx,31.6099,31.6099,-0.0,1.0,7.9827,249.9673845599791,-3.767950355115184e-14
val,6.7521,6.7521,0.0,1.0,6.7521,,3.2190428100875575e-13
eva,,,0.0,,,806.8300961299213,2.722423175782751e-09
tot,242.9616,213.6812,29.2804,0.8795,242.9616,,0.137028608421676
