,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,282.1346,282.1346,0.0,1.0,282.1346,,4.2324726003162136e-15
cond,246.287,246.287,0.0,1.0,32.6058,1049.79172918856,2.2114930348454402e-13
ihx,33.304,33.304,-0.0,1.0,9.8491,275.0389903654739,-2.609723977702694e-14
val,7.2661,7.2661,-0.0,1.0,7.2661,,-5.150468496140093e-13
eva,,,18.7323,,,817.3781916752132,4.039785667871783
tot,232.4135,213.6812,18.7323,0.9194,232.4135,,0.0876649033433737
