,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,292.3469,292.3469,-0.0,1.0,292.3469,,-6.92328553432907e-15
cond,254.1756,213.6812,40.4944,0.8407,-0.0,1049.7917291887184,0.1895086442086333
ihx,40.8411,40.8411,-0.0,1.0,11.9391,299.97848338335757,-1.4187373970941674e-14
val,8.3397,8.3397,0.0,1.0,8.3397,,3.2190428100875575e-13
eva,,,17.8925,,,777.7236170176244,3.9839569120046043
tot,272.0681,213.6812,58.3869,0.7854,272.0681,,0.273243116960566
