,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,23.5504,20.0905,3.46,0.8531,23.5504,,0.17221890738301113
eva,737.5039,737.5039,-0.0,1.0,129.918,2958.028209254507,-3.910843536312389e-13
ihx,27.8547,27.8547,-0.0,1.0,7.8823,330.6070745305841,-2.461545309764766e-12
exp,567.6732,567.6732,0.0,1.0,567.6732,,1.3780502912874576e-12
cond,,,52.1208,,,2276.1050575886893,6.7087403630080615
tot,737.5039,681.9232,55.5807,0.9246,681.9232,,0.08150588165769777
