,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,19.837,19.837,0.0,1.0,19.837,,7.115654779632389e-13
eva,737.5039,594.6294,142.8745,0.8063,-0.0,2958.0282092543275,0.240274837525721
ihx,22.3227,9.5179,12.8048,0.4264,-0.0,268.96502050735484,1.345341082065838
exp,601.0903,601.0903,-0.0,1.0,601.0903,,-3.354692132655031e-15
cond,,,0.5713,,,2376.774933785195,0.07296467737221946
tot,737.5039,581.2533,156.2506,0.7881,581.2533,,0.2688167628296019
