,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,21.1552,18.0156,3.1396,0.8516,21.1552,,0.17427370487118712
eva,737.5039,593.046,144.4579,0.8041,0.0,2958.028209254569,0.2435863745759535
ihx,43.459,23.6582,19.8008,0.5444,0.0,416.11466036842523,0.836953852774349
exp,568.1436,518.9785,49.165,0.9135,518.9785,,0.09473424764763029
cond,,,23.1172,,,2460.2049022611463,2.8306055701933133
tot,737.5039,497.8233,239.6806,0.675,497.8233,,0.48145715358166735
