,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,18.0709,18.0709,-0.0,1.0,18.0709,,-2.890277851897027e-14
eva,737.5039,593.9555,143.5484,0.8054,0.0,2958.028209254382,0.24168211668559422
ihx,32.9038,32.9038,0.0,1.0,11.3527,419.19679799848785,9.352732295343692e-13
exp,600.6598,550.0134,50.6464,0.9157,550.0134,,0.09208218879852985
cond,,,0.0138,,,2414.7329758189335,0.001702352487846781
tot,737.5039,543.2952,194.2087,0.7367,543.2952,,0.35746432874382306
