,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,18.9643,18.9643,-0.0,1.0,18.9643,,-1.0777076276281088e-13
eva,737.5039,595.1899,142.314,0.807,0.0,2958.0282092546668,0.23910685387865177
ihx,20.7828,20.7828,0.0,1.0,6.9708,325.6670531287357,5.885814505433422e-13
exp,607.1678,607.1678,0.0,1.0,607.1678,,1.683054302521914e-15
cond,,,0.0155,,,2362.8538113515187,0.001954822834271397
tot,737.5039,595.1744,142.3295,0.807,595.1744,,0.2391391530996353
