,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,21.8266,21.8266,-0.0,1.0,21.8266,,-3.3299014556301265e-13
eva,737.5039,737.5039,0.0,1.0,134.0498,2958.0282092545713,2.9156735293065e-13
ihx,23.4191,10.3596,13.0595,0.4424,-0.0,274.44621532006016,1.2606124229455726
exp,611.6451,560.0724,51.5727,0.9157,560.0724,,0.09208218879853161
cond,,,0.5762,,,2285.732651894253,0.07655481836376765
tot,737.5039,672.2956,65.2083,0.9116,672.2956,,0.09699356375461364
