,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,16.7944,16.7944,0.0,1.0,16.7944,,5.653375875445294e-09
eva,737.5039,590.1216,147.3823,0.8002,0.0,2958.0282092540097,0.24974904626406846
ihx,42.589,42.589,0.0,1.0,12.859,440.26861460468393,6.152532704256957e-13
exp,538.5714,538.5714,0.0,1.0,538.5714,,1.3692993596980756e-12
cond,,,55.4856,,,2423.3921974571745,6.694270449603927
tot,737.5039,534.636,202.8679,0.7249,534.636,,0.379450473016151
