,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,21.7614,21.7614,0.0,1.0,21.7614,,2.6236156723047976e-12
eva,737.5039,737.5039,-0.0,1.0,136.468,2958.0282092544558,-3.596579323576418e-14
ihx,12.2538,12.2538,-0.0,1.0,3.9296,237.90045779233765,-7.88095567425664e-14
exp,618.8461,618.8461,0.0,1.0,618.8461,,1.5505564135712127e-15
cond,,,0.0216,,,2220.545921106072,0.002899985029735319
tot,737.5039,737.4823,0.0216,1.0,737.4823,,2.9304047922666824e-05
