,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,24.6054,20.9904,3.6149,0.8531,24.6054,,0.17221890208662033
eva,737.5039,737.5039,-0.0,1.0,131.4736,2958.0282092546104,-1.6306820816595803e-13
ihx,22.0389,22.0389,-0.0,1.0,7.2588,326.27069696926424,-2.22014267945142e-13
exp,619.7315,567.477,52.2545,0.9157,567.477,,0.09208218879852874
cond,,,0.0304,,,2276.424224760312,0.0039884460724906035
tot,737.5039,681.604,55.8999,0.9242,681.604,,0.08201230647461542
