,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,20.8112,20.8112,0.0,1.0,20.8112,,4.320438617932525e-09
eva,737.5039,737.5039,-0.0,1.0,130.6477,2958.0282092546736,-1.6422051027920867e-12
ihx,28.9115,15.7882,13.1233,0.5461,0.0,289.8022029821365,0.8312089195512207
exp,561.8857,561.8857,0.0,1.0,561.8857,,1.2627750874314385e-12
cond,,,52.6585,,,2286.3060781197937,6.85173160783571
tot,737.5039,671.7221,65.7818,0.9108,671.7221,,0.09793002966632519
