,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,27.6139,23.4915,4.1224,0.8507,27.6139,,0.17548460312275987
eva,737.5039,640.59,96.9139,0.8686,0.0,2958.028209254573,0.15128857323199824
ihx,19.8356,13.9148,5.9208,0.7015,-0.0,321.07163335274566,0.42550749830935836
exp,658.124,598.5263,59.5978,0.9094,598.5263,,0.09957423363287596
cond,,,0.0366,,,2387.115879598796,0.0045723670412698425
tot,737.5039,570.9123,166.5916,0.7741,570.9123,,0.2917988648268564
